title,keywords,keywordWeights
Social_contract_%28Malaysia%29,lee,0.112
Socialism,socialism,0.644
Socialism,socialist,0.365
Socialism,socialists,0.322
Socialism,social,0.169
Socialism,soviet,0.159
Socialism,communist,0.126
Socialism,party,0.122
Socialism,communists,0.122
Socialism,marx,0.108
Socialism,parties,0.103
Society,societies,0.693
Society,society,0.448
Society,social,0.137
Society,individual,0.116
Society,group,0.096
Society,members,0.087
Society,networks,0.086
Society,cultural,0.082
Society,reward,0.078
Society,human,0.077
Society_of_Merchant_Venturers,bristol,0.565
Society_of_Merchant_Venturers,society,0.41
Society_of_Merchant_Venturers,merchant,0.343
Society_of_Merchant_Venturers,members,0.148
Society_of_Merchant_Venturers,active,0.128
Society_of_Merchant_Venturers,control,0.126
Society_of_Merchant_Venturers,trust,0.119
Society_of_Merchant_Venturers,newfoundland,0.103
Society_of_Merchant_Venturers,says,0.1
Society_of_Merchant_Venturers,investments,0.095
Sociocultural_evolution,evolution,0.472
Sociocultural_evolution,societies,0.38
Sociocultural_evolution,social,0.293
Sociocultural_evolution,theory,0.222
Sociocultural_evolution,theories,0.206
Sociocultural_evolution,progress,0.202
Sociocultural_evolution,society,0.185
Sociocultural_evolution,stages,0.149
Sociocultural_evolution,spencer,0.143
Sociocultural_evolution,anthropologists,0.128
Sociology,sociology,0.747
Sociology,social,0.442
Sociology,theories,0.133
Sociology,research,0.112
Sociology,society,0.096
Sociology,psychology,0.094
Sociology,discipline,0.091
Sociology,economics,0.09
Sociology,theory,0.085
Sociology,sciences,0.073
Socrates,socrates,0.909
Socrates,plato,0.271
Socrates,athens,0.118
Socrates,athenian,0.09
Socrates,philosophy,0.066
Socrates,beliefs,0.05
Socrates,death,0.049
Socrates,philosopher,0.048
Socrates,wisdom,0.048
Socrates,democracy,0.045
Soddo_language,sg,0.499
Soddo_language,verb,0.304
Soddo_language,noun,0.274
Soddo_language,subordinate,0.24
Soddo_language,advance,0.191
Soddo_language,expressed,0.191
Soddo_language,suffix,0.18
Soddo_language,verbs,0.177
Soddo_language,clause,0.174
Soddo_language,measured,0.172
Sodium,sodium,0.924
Sodium,na,0.172
Sodium,reaction,0.085
Sodium,water,0.081
Sodium,salt,0.065
Sodium,pressure,0.06
Sodium,flame,0.057
Sodium,chloride,0.055
Sodium,potassium,0.055
Sodium,mol,0.051
Sodium_hydroxide,hydroxide,0.686
Sodium_hydroxide,sodium,0.601
Sodium_hydroxide,aq,0.159
Sodium_hydroxide,chemical,0.121
Sodium_hydroxide,aluminium,0.085
Sodium_hydroxide,process,0.08
Sodium_hydroxide,cell,0.065
Sodium_hydroxide,zinc,0.062
Sodium_hydroxide,solution,0.059
Sodium_hydroxide,tonnes,0.057
Sodium_sulfate,sodium,0.59
Sodium_sulfate,sulfate,0.567
Sodium_sulfate,na,0.358
Sodium_sulfate,aq,0.198
Sodium_sulfate,salt,0.148
Sodium_sulfate,acid,0.108
Sodium_sulfate,tonnes,0.095
Sodium_sulfate,manufacture,0.085
Sodium_sulfate,sulfuric,0.08
Sodium_sulfate,mol,0.063
Soil,soil,0.886
Soil,soils,0.269
Soil,erosion,0.114
Soil,peat,0.067
Soil,land,0.062
Soil,water,0.06
Soil,organic,0.057
Soil,treatment,0.053
Soil,degradation,0.052
Soil,texture,0.051
Soil_moisture,soil,0.725
Soil_moisture,moisture,0.324
Soil_moisture,water,0.226
Soil_moisture,probe,0.145
Soil_moisture,mass,0.141
Soil_moisture,weighing,0.138
Soil_moisture,volume,0.134
Soil_moisture,arid,0.131
Soil_moisture,particles,0.115
Soil_moisture,domain,0.115
Soil_pH,soil,0.595
Soil_pH,ph,0.594
Soil_pH,solution,0.163
Soil_pH,acidic,0.154
Soil_pH,soils,0.153
Soil_pH,lime,0.123
Soil_pH,mg,0.122
Soil_pH,ca,0.109
Soil_pH,nitrate,0.104
Soil_pH,calcium,0.095
Soil_profile,soil,0.609
Soil_profile,layer,0.441
Soil_profile,horizon,0.319
Soil_profile,organic,0.256
Soil_profile,compounds,0.191
Soil_profile,profile,0.187
Soil_profile,soluble,0.159
Soil_profile,aluminium,0.144
Soil_profile,clay,0.137
Soil_profile,layers,0.134
Soil_salination,salts,0.464
Soil_salination,salinity,0.42
Soil_salination,soil,0.353
Soil_salination,water,0.254
Soil_salination,irrigation,0.235
Soil_salination,soils,0.234
Soil_salination,salt,0.152
Soil_salination,table,0.127
Soil_salination,excess,0.125
Soil_salination,accumulation,0.121
Soil_science,soil,0.884
Soil_science,soils,0.194
Soil_science,science,0.187
Soil_science,management,0.144
Soil_science,disciplines,0.127
Soil_science,scientists,0.083
Soil_science,chemistry,0.069
Soil_science,survey,0.065
Soil_science,functions,0.06
Soil_science,quality,0.051
Soil_structure,soil,0.477
Soil_structure,structure,0.426
Soil_structure,soils,0.361
Soil_structure,units,0.279
Soil_structure,faces,0.239
Soil_structure,rounded,0.205
Soil_structure,bounded,0.146
Soil_structure,flat,0.126
Soil_structure,roots,0.102
Soil_structure,surface,0.101
Soils_retrogression_and_degradation,soils,0.466
Soils_retrogression_and_degradation,soil,0.438
Soils_retrogression_and_degradation,degradation,0.319
Soils_retrogression_and_degradation,vegetation,0.297
Soils_retrogression_and_degradation,erosion,0.271
Soils_retrogression_and_degradation,evolution,0.197
Soils_retrogression_and_degradation,ground,0.119
Soils_retrogression_and_degradation,succession,0.107
Soils_retrogression_and_degradation,bare,0.092
Soils_retrogression_and_degradation,climate,0.084
Solar_System,planets,0.376
Solar_System,solar,0.37
Solar_System,belt,0.265
Solar_System,kuiper,0.237
Solar_System,sun,0.235
Solar_System,pluto,0.214
Solar_System,au,0.194
Solar_System,planet,0.171
Solar_System,system,0.168
Solar_System,neptune,0.167
Solar_eclipse,eclipse,0.826
Solar_eclipse,moon,0.263
Solar_eclipse,sun,0.255
Solar_eclipse,solar,0.253
Solar_eclipse,earth,0.16
Solar_eclipse,total,0.115
Solar_eclipse,partial,0.08
Solar_eclipse,disk,0.066
Solar_eclipse,orbit,0.06
Solar_eclipse,visible,0.054
Solomon_Islands,solomon,0.69
Solomon_Islands,islands,0.53
Solomon_Islands,guadalcanal,0.188
Solomon_Islands,government,0.092
Solomon_Islands,police,0.09
Solomon_Islands,australian,0.08
Solomon_Islands,protectorate,0.076
Solomon_Islands,islanders,0.069
Solomon_Islands,prime,0.068
Solomon_Islands,papua,0.067
Somalia,somalia,0.737
Somalia,mogadishu,0.262
Somalia,somali,0.231
Somalia,flag,0.172
Somalia,djibouti,0.154
Somalia,ethiopia,0.126
Somalia,government,0.124
Somalia,kenya,0.105
Somalia,africa,0.096
Somalia,transitional,0.095
Song_Thrush,song,0.551
Song_Thrush,birds,0.222
Song_Thrush,nest,0.206
Song_Thrush,australia,0.126
Song_Thrush,species,0.114
Song_Thrush,sexes,0.112
Song_Thrush,melbourne,0.109
Song_Thrush,bent,0.109
Song_Thrush,breast,0.108
Song_Thrush,loud,0.108
Sonic_the_Hedgehog_%28character%29,sonic,0.984
Sonic_the_Hedgehog_%28character%29,game,0.053
Sonic_the_Hedgehog_%28character%29,adventure,0.045
Sonic_the_Hedgehog_%28character%29,super,0.042
Sonic_the_Hedgehog_%28character%29,comic,0.042
Sonic_the_Hedgehog_%28character%29,games,0.038
Sonic_the_Hedgehog_%28character%29,chaos,0.033
Sonic_the_Hedgehog_%28character%29,comics,0.032
Sonic_the_Hedgehog_%28character%29,tails,0.032
Sonic_the_Hedgehog_%28character%29,shadow,0.031
Sony,sony,0.939
Sony,format,0.108
Sony,electronics,0.085
Sony,batteries,0.082
Sony,entertainment,0.08
Sony,digital,0.07
Sony,corporation,0.07
Sony,pictures,0.058
Sony,disc,0.054
Sony,computer,0.051
Sorghum,sorghum,0.962
Sorghum,grain,0.099
Sorghum,crop,0.064
Sorghum,maize,0.062
Sorghum,soil,0.052
Sorghum,flag,0.05
Sorghum,drought,0.048
Sorghum,corn,0.048
Sorghum,plant,0.047
Sorghum,beer,0.039
Sorrel,pepper,0.457
Sorrel,seed,0.313
Sorrel,leaf,0.256
Sorrel,leaves,0.245
Sorrel,flavor,0.219
Sorrel,mustard,0.163
Sorrel,herbs,0.154
Sorrel,basil,0.148
Sorrel,spices,0.146
Sorrel,black,0.128
Soukous,bands,0.363
Soukous,music,0.332
Soukous,congo,0.285
Soukous,musicians,0.238
Soukous,dance,0.216
Soukous,african,0.214
Soukous,kenya,0.179
Soukous,jazz,0.171
Soukous,papa,0.164
Soukous,nairobi,0.164
Sound,sound,0.778
Sound,pressure,0.312
Sound,hearing,0.184
Sound,acoustic,0.166
Sound,sounds,0.126
Sound,particle,0.125
Sound,ear,0.124
Sound,velocity,0.117
Sound,speed,0.1
Sound,frequency,0.092
Soup,soup,0.965
Soup,chicken,0.079
Soup,fruit,0.062
Soup,vegetable,0.06
Soup,fish,0.052
Soup,vegetables,0.049
Soup,thick,0.046
Soup,cream,0.044
Soup,meat,0.043
Soup,cold,0.042
South_Africa,africa,0.465
South_Africa,south,0.44
South_Africa,cape,0.324
South_Africa,african,0.272
South_Africa,apartheid,0.177
South_Africa,afrikaans,0.109
South_Africa,languages,0.106
South_Africa,zulu,0.102
South_Africa,aids,0.091
South_Africa,hiv,0.089
South_America,south,0.368
South_America,america,0.354
South_America,argentina,0.258
South_America,brazil,0.236
South_America,peru,0.221
South_America,bolivia,0.205
South_America,chile,0.2
South_America,suriname,0.168
South_America,uruguay,0.153
South_America,panama,0.149
South_China_Sea,sea,0.528
South_China_Sea,china,0.412
South_China_Sea,prc,0.303
South_China_Sea,islands,0.224
South_China_Sea,south,0.212
South_China_Sea,vietnam,0.17
South_China_Sea,malaysia,0.158
South_China_Sea,philippines,0.153
South_China_Sea,claims,0.136
South_China_Sea,singapore,0.135
South_Georgia_and_the_South_Sandwich_Islands,islands,0.533
South_Georgia_and_the_South_Sandwich_Islands,georgia,0.515
South_Georgia_and_the_South_Sandwich_Islands,south,0.374
South_Georgia_and_the_South_Sandwich_Islands,island,0.251
South_Georgia_and_the_South_Sandwich_Islands,falkland,0.134
South_Georgia_and_the_South_Sandwich_Islands,territory,0.121
South_Georgia_and_the_South_Sandwich_Islands,mount,0.111
South_Georgia_and_the_South_Sandwich_Islands,station,0.092
South_Georgia_and_the_South_Sandwich_Islands,british,0.088
South_Georgia_and_the_South_Sandwich_Islands,argentina,0.082
South_Korea,korea,0.778
South_Korea,korean,0.328
South_Korea,south,0.321
South_Korea,seoul,0.143
South_Korea,north,0.064
South_Korea,japanese,0.063
South_Korea,japan,0.063
South_Korea,republic,0.062
South_Korea,war,0.062
South_Korea,largest,0.061
South_Ossetia,georgian,0.726
South_Ossetia,georgia,0.336
South_Ossetia,south,0.302
South_Ossetia,referendum,0.166
South_Ossetia,russian,0.149
South_Ossetia,independence,0.107
South_Ossetia,government,0.106
South_Ossetia,conflict,0.102
South_Ossetia,region,0.094
South_Ossetia,russia,0.085
Southampton,southampton,0.885
Southampton,city,0.209
Southampton,titanic,0.1
Southampton,port,0.076
Southampton,memorial,0.073
Southampton,county,0.072
Southampton,centre,0.066
Southampton,council,0.066
Southampton,town,0.061
Southampton,services,0.061
Southern_Africa,africa,0.531
Southern_Africa,southern,0.419
Southern_Africa,african,0.278
Southern_Africa,region,0.197
Southern_Africa,platinum,0.145
Southern_Africa,south,0.144
Southern_Africa,geographic,0.138
Southern_Africa,un,0.132
Southern_Africa,central,0.124
Southern_Africa,eastern,0.104
Southern_Ocean,ocean,0.501
Southern_Ocean,antarctic,0.488
Southern_Ocean,degrees,0.228
Southern_Ocean,antarctica,0.208
Southern_Ocean,southern,0.191
Southern_Ocean,south,0.186
Southern_Ocean,latitude,0.135
Southern_Ocean,meters,0.133
Southern_Ocean,ice,0.12
Southern_Ocean,agreements,0.107
Southern_Pacific_4449,pacific,0.348
Southern_Pacific_4449,daylight,0.316
Southern_Pacific_4449,locomotive,0.29
Southern_Pacific_4449,steam,0.238
Southern_Pacific_4449,portland,0.234
Southern_Pacific_4449,locomotives,0.21
Southern_Pacific_4449,train,0.192
Southern_Pacific_4449,display,0.19
Southern_Pacific_4449,southern,0.19
Southern_Pacific_4449,sp,0.183
Southern_Rockhopper_Penguin,penguin,0.819
Southern_Rockhopper_Penguin,islands,0.237
Southern_Rockhopper_Penguin,breeds,0.205
Southern_Rockhopper_Penguin,subspecies,0.146
Southern_Rockhopper_Penguin,penguins,0.13
Southern_Rockhopper_Penguin,species,0.107
Southern_Rockhopper_Penguin,mac,0.104
Southern_Rockhopper_Penguin,edinburgh,0.093
Southern_Rockhopper_Penguin,zoo,0.092
Southern_Rockhopper_Penguin,southern,0.091
Southern_United_States,south,0.431
Southern_United_States,southern,0.272
Southern_United_States,carolina,0.254
Southern_United_States,virginia,0.189
Southern_United_States,states,0.186
Southern_United_States,texas,0.167
Southern_United_States,region,0.156
Southern_United_States,florida,0.154
Southern_United_States,civil,0.148
Southern_United_States,oklahoma,0.14
Soviet_Union,soviet,0.742
Soviet_Union,union,0.317
Soviet_Union,republics,0.253
Soviet_Union,ussr,0.187
Soviet_Union,russian,0.12
Soviet_Union,gorbachev,0.107
Soviet_Union,russia,0.098
Soviet_Union,communist,0.094
Soviet_Union,government,0.088
Soviet_Union,economy,0.07
Soybean,soy,0.836
Soybean,protein,0.351
Soybean,flour,0.106
Soybean,oil,0.094
Soybean,tofu,0.094
Soybean,proteins,0.082
Soybean,products,0.076
Soybean,seed,0.075
Soybean,milk,0.072
Soybean,acid,0.07
Space_Invaders,invaders,0.695
Space_Invaders,space,0.344
Space_Invaders,game,0.263
Space_Invaders,arcade,0.252
Space_Invaders,video,0.197
Space_Invaders,player,0.188
Space_Invaders,atari,0.13
Space_Invaders,screen,0.12
Space_Invaders,games,0.107
Space_Invaders,alien,0.087
Space_Race,space,0.532
Space_Race,soviet,0.273
Space_Race,sputnik,0.218
Space_Race,ussr,0.205
Space_Race,moon,0.194
Space_Race,race,0.191
Space_Race,soyuz,0.191
Space_Race,spacecraft,0.169
Space_Race,rockets,0.151
Space_Race,apollo,0.149
Space_Shuttle_Challenger,challenger,0.597
Space_Shuttle_Challenger,sts,0.447
Space_Shuttle_Challenger,orbiter,0.347
Space_Shuttle_Challenger,shuttle,0.281
Space_Shuttle_Challenger,space,0.193
Space_Shuttle_Challenger,mission,0.155
Space_Shuttle_Challenger,deployed,0.137
Space_Shuttle_Challenger,nasa,0.109
Space_Shuttle_Challenger,columbia,0.08
Space_Shuttle_Challenger,vehicle,0.079
Space_Shuttle_Challenger_disaster,challenger,0.525
Space_Shuttle_Challenger_disaster,shuttle,0.456
Space_Shuttle_Challenger_disaster,nasa,0.265
Space_Shuttle_Challenger_disaster,launch,0.247
Space_Shuttle_Challenger_disaster,accident,0.241
Space_Shuttle_Challenger_disaster,space,0.165
Space_Shuttle_Challenger_disaster,crew,0.164
Space_Shuttle_Challenger_disaster,tank,0.124
Space_Shuttle_Challenger_disaster,rogers,0.124
Space_Shuttle_Challenger_disaster,flight,0.122
Space_Shuttle_Columbia,sts,0.648
Space_Shuttle_Columbia,columbia,0.55
Space_Shuttle_Columbia,shuttle,0.286
Space_Shuttle_Columbia,space,0.187
Space_Shuttle_Columbia,mission,0.129
Space_Shuttle_Columbia,nasa,0.108
Space_Shuttle_Columbia,orbiter,0.105
Space_Shuttle_Columbia,wing,0.088
Space_Shuttle_Columbia,flight,0.081
Space_Shuttle_Columbia,challenger,0.071
Space_Shuttle_Columbia_disaster,columbia,0.426
Space_Shuttle_Columbia_disaster,shuttle,0.325
Space_Shuttle_Columbia_disaster,nasa,0.276
Space_Shuttle_Columbia_disaster,orbiter,0.234
Space_Shuttle_Columbia_disaster,debris,0.212
Space_Shuttle_Columbia_disaster,mission,0.195
Space_Shuttle_Columbia_disaster,wing,0.188
Space_Shuttle_Columbia_disaster,crew,0.171
Space_Shuttle_Columbia_disaster,space,0.168
Space_Shuttle_Columbia_disaster,damage,0.158
Space_Shuttle_Endeavour,sts,0.672
Space_Shuttle_Endeavour,shuttle,0.384
Space_Shuttle_Endeavour,space,0.291
Space_Shuttle_Endeavour,orbiter,0.285
Space_Shuttle_Endeavour,mission,0.181
Space_Shuttle_Endeavour,iss,0.125
Space_Shuttle_Endeavour,station,0.122
Space_Shuttle_Endeavour,experiments,0.103
Space_Shuttle_Endeavour,launch,0.089
Space_Shuttle_Endeavour,assembly,0.086
Space_Shuttle_program,shuttle,0.644
Space_Shuttle_program,space,0.303
Space_Shuttle_program,launch,0.208
Space_Shuttle_program,orbiter,0.204
Space_Shuttle_program,nasa,0.191
Space_Shuttle_program,sts,0.187
Space_Shuttle_program,iss,0.175
Space_Shuttle_program,challenger,0.15
Space_Shuttle_program,flight,0.146
Space_Shuttle_program,missions,0.129
Space_exploration,space,0.526
Space_exploration,ussr,0.449
Space_exploration,spacecraft,0.188
Space_exploration,exploration,0.183
Space_exploration,orbit,0.175
Space_exploration,manned,0.168
Space_exploration,mars,0.165
Space_exploration,rocket,0.157
Space_exploration,shuttle,0.155
Space_exploration,nasa,0.154
Space_station,space,0.567
Space_station,station,0.456
Space_station,mir,0.289
Space_station,stations,0.251
Space_station,iss,0.205
Space_station,utc,0.155
Space_station,manned,0.135
Space_station,orbit,0.134
Space_station,soyuz,0.117
Space_station,launched,0.099
Space_suit,suit,0.692
Space_suit,suits,0.378
Space_suit,space,0.347
Space_suit,pressure,0.154
Space_suit,dakota,0.113
Space_suit,diving,0.109
Space_suit,helmet,0.099
Space_suit,nasa,0.08
Space_suit,shuttle,0.078
Space_suit,mobility,0.077
Spacecraft_propulsion,propulsion,0.447
Spacecraft_propulsion,rocket,0.411
Spacecraft_propulsion,spacecraft,0.266
Spacecraft_propulsion,orbit,0.233
Spacecraft_propulsion,velocity,0.224
Spacecraft_propulsion,exhaust,0.209
Spacecraft_propulsion,mass,0.187
Spacecraft_propulsion,thrust,0.162
Spacecraft_propulsion,engine,0.16
Spacecraft_propulsion,energy,0.148
Spain,spain,0.625
Spain,spanish,0.424
Spain,muslim,0.131
Spain,century,0.1
Spain,th,0.095
Spain,iberian,0.092
Spain,country,0.092
Spain,mediterranean,0.092
Spain,war,0.086
Spain,castile,0.086
Spanish_Armada,armada,0.521
Spanish_Armada,spanish,0.427
Spanish_Armada,san,0.244
Spanish_Armada,ships,0.211
Spanish_Armada,fleet,0.206
Spanish_Armada,medina,0.17
Spanish_Armada,de,0.167
Spanish_Armada,la,0.147
Spanish_Armada,juan,0.143
Spanish_Armada,santa,0.128
Spanish_Inquisition,inquisition,0.881
Spanish_Inquisition,spanish,0.139
Spanish_Inquisition,de,0.135
Spanish_Inquisition,spain,0.101
Spanish_Inquisition,jews,0.095
Spanish_Inquisition,castile,0.089
Spanish_Inquisition,aragon,0.088
Spanish_Inquisition,fe,0.073
Spanish_Inquisition,trials,0.072
Spanish_Inquisition,ferdinand,0.066
Spanish_conquest_of_the_Inca_Empire,inca,0.736
Spanish_conquest_of_the_Inca_Empire,spanish,0.372
Spanish_conquest_of_the_Inca_Empire,peru,0.297
Spanish_conquest_of_the_Inca_Empire,spaniards,0.143
Spanish_conquest_of_the_Inca_Empire,empire,0.131
Spanish_conquest_of_the_Inca_Empire,de,0.131
Spanish_conquest_of_the_Inca_Empire,francisco,0.116
Spanish_conquest_of_the_Inca_Empire,conquest,0.103
Spanish_conquest_of_the_Inca_Empire,quito,0.089
Spanish_conquest_of_the_Inca_Empire,generals,0.07
Spanish_language,spanish,0.753
Spanish_language,language,0.217
Spanish_language,spoken,0.165
Spanish_language,spain,0.159
Spanish_language,languages,0.152
Spanish_language,speakers,0.127
Spanish_language,official,0.105
Spanish_language,catalan,0.099
Spanish_language,romance,0.093
Spanish_language,latin,0.086
Sparrow,sparrow,0.971
Sparrow,species,0.062
Sparrow,true,0.06
Sparrow,seed,0.052
Sparrow,house,0.045
Sparrow,winged,0.042
Sparrow,world,0.04
Sparrow,birds,0.04
Sparrow,australasia,0.04
Sparrow,small,0.038
Sparrowhawk,bird,0.281
Sparrowhawk,flight,0.275
Sparrowhawk,species,0.252
Sparrowhawk,cm,0.242
Sparrowhawk,sparrow,0.236
Sparrowhawk,male,0.234
Sparrowhawk,crow,0.213
Sparrowhawk,hawk,0.209
Sparrowhawk,birds,0.196
Sparrowhawk,prey,0.16
Speaker_of_the_British_House_of_Commons,speaker,0.867
Speaker_of_the_British_House_of_Commons,house,0.205
Speaker_of_the_British_House_of_Commons,commons,0.149
Speaker_of_the_British_House_of_Commons,vote,0.117
Speaker_of_the_British_House_of_Commons,election,0.116
Speaker_of_the_British_House_of_Commons,speakers,0.098
Speaker_of_the_British_House_of_Commons,presiding,0.097
Speaker_of_the_British_House_of_Commons,deputy,0.082
Speaker_of_the_British_House_of_Commons,parliament,0.081
Speaker_of_the_British_House_of_Commons,labour,0.08
Speaker_of_the_United_States_House_of_Representatives,speaker,0.656
Speaker_of_the_United_States_House_of_Representatives,march,0.3
Speaker_of_the_United_States_House_of_Representatives,january,0.294
Speaker_of_the_United_States_House_of_Representatives,th,0.214
Speaker_of_the_United_States_House_of_Representatives,house,0.211
Speaker_of_the_United_States_House_of_Representatives,december,0.181
Speaker_of_the_United_States_House_of_Representatives,republican,0.165
Speaker_of_the_United_States_House_of_Representatives,party,0.124
Speaker_of_the_United_States_House_of_Representatives,election,0.107
Speaker_of_the_United_States_House_of_Representatives,committee,0.103
Special_relativity,relativity,0.436
Special_relativity,mu,0.358
Special_relativity,nu,0.296
Special_relativity,frame,0.238
Special_relativity,gamma,0.21
Special_relativity,relativistic,0.163
Special_relativity,invariant,0.161
Special_relativity,momentum,0.16
Special_relativity,observer,0.145
Special_relativity,frac,0.145
Speech_synthesis,speech,0.622
Speech_synthesis,synthesis,0.559
Speech_synthesis,systems,0.192
Speech_synthesis,text,0.153
Speech_synthesis,output,0.122
Speech_synthesis,based,0.11
Speech_synthesis,system,0.101
Speech_synthesis,words,0.094
Speech_synthesis,phonetic,0.079
Speech_synthesis,dictionary,0.074
Speed_of_light,light,0.566
Speed_of_light,speed,0.526
Speed_of_light,velocity,0.154
Speed_of_light,experiment,0.133
Speed_of_light,quantum,0.125
Speed_of_light,finite,0.115
Speed_of_light,faster,0.106
Speed_of_light,vacuum,0.104
Speed_of_light,earth,0.102
Speed_of_light,medium,0.099
Sperm_Whale,sperm,0.663
Sperm_Whale,whale,0.584
Sperm_Whale,whales,0.36
Sperm_Whale,males,0.088
Sperm_Whale,species,0.065
Sperm_Whale,females,0.05
Sperm_Whale,dive,0.05
Sperm_Whale,giant,0.047
Sperm_Whale,tons,0.047
Sperm_Whale,beach,0.045
Sphere,sphere,0.839
Sphere,curvature,0.232
Sphere,surface,0.208
Sphere,points,0.137
Sphere,radius,0.129
Sphere,surfaces,0.114
Sphere,mbox,0.108
Sphere,circle,0.102
Sphere,pi,0.097
Sphere,plane,0.082
Spherical_aberration,spherical,0.586
Spherical_aberration,aberration,0.51
Spherical_aberration,lens,0.287
Spherical_aberration,rays,0.205
Spherical_aberration,lenses,0.181
Spherical_aberration,focal,0.141
Spherical_aberration,axis,0.132
Spherical_aberration,focuses,0.123
Spherical_aberration,bottom,0.114
Spherical_aberration,surfaces,0.096
Spider,spiders,0.796
Spider,spider,0.465
Spider,web,0.187
Spider,prey,0.185
Spider,species,0.099
Spider,silk,0.086
Spider,jumping,0.063
Spider,abdomen,0.049
Spider,insects,0.048
Spider,suborder,0.047
Spinosaurus,sail,0.417
Spinosaurus,dinosaurs,0.246
Spinosaurus,tons,0.203
Spinosaurus,dinosaur,0.188
Spinosaurus,skull,0.168
Spinosaurus,material,0.149
Spinosaurus,cretaceous,0.145
Spinosaurus,partial,0.14
Spinosaurus,tyrannosaurus,0.14
Spinosaurus,specimens,0.134
Spirit_of_the_American_Doughboy,statue,0.493
Spirit_of_the_American_Doughboy,smithsonian,0.249
Spirit_of_the_American_Doughboy,sculptor,0.239
Spirit_of_the_American_Doughboy,spirit,0.199
Spirit_of_the_American_Doughboy,copies,0.175
Spirit_of_the_American_Doughboy,georgia,0.136
Spirit_of_the_American_Doughboy,florida,0.133
Spirit_of_the_American_Doughboy,hand,0.131
Spirit_of_the_American_Doughboy,installed,0.129
Spirit_of_the_American_Doughboy,design,0.125
Spix%27s_Macaw,birds,0.301
Spix%27s_Macaw,breeding,0.297
Spix%27s_Macaw,blue,0.248
Spix%27s_Macaw,individuals,0.213
Spix%27s_Macaw,bird,0.195
Spix%27s_Macaw,bin,0.192
Spix%27s_Macaw,species,0.187
Spix%27s_Macaw,wild,0.18
Spix%27s_Macaw,captivity,0.165
Spix%27s_Macaw,male,0.162
Split_infinitive,split,0.678
Split_infinitive,verb,0.225
Split_infinitive,splitting,0.16
Split_infinitive,construction,0.159
Split_infinitive,sentence,0.141
Split_infinitive,gradually,0.137
Split_infinitive,particle,0.132
Split_infinitive,bears,0.114
Split_infinitive,languages,0.1
Split_infinitive,speakers,0.099
Sponsorship_Directdebit,sos,0.479
Sponsorship_Directdebit,phone,0.272
Sponsorship_Directdebit,gift,0.246
Sponsorship_Directdebit,children,0.234
Sponsorship_Directdebit,month,0.221
Sponsorship_Directdebit,bank,0.183
Sponsorship_Directdebit,child,0.178
Sponsorship_Directdebit,direct,0.178
Sponsorship_Directdebit,minimum,0.159
Sponsorship_Directdebit,address,0.158
Sport,sports,0.713
Sport,sport,0.244
Sport,athlete,0.147
Sport,gaelic,0.141
Sport,art,0.125
Sport,ancient,0.116
Sport,football,0.11
Sport,activities,0.109
Sport,athletes,0.109
Sport,leisure,0.103
Spotted_Flycatcher,cuckoo,0.383
Spotted_Flycatcher,spotted,0.36
Spotted_Flycatcher,nest,0.269
Spotted_Flycatcher,eggs,0.226
Spotted_Flycatcher,birds,0.193
Spotted_Flycatcher,egg,0.175
Spotted_Flycatcher,adults,0.15
Spotted_Flycatcher,species,0.149
Spotted_Flycatcher,bird,0.138
Spotted_Flycatcher,host,0.131
Spring_%28season%29,spring,0.543
Spring_%28season%29,hemisphere,0.328
Spring_%28season%29,season,0.205
Spring_%28season%29,begins,0.183
Spring_%28season%29,tropical,0.156
Spring_%28season%29,summer,0.143
Spring_%28season%29,seasons,0.132
Spring_%28season%29,tornado,0.13
Spring_%28season%29,warm,0.116
Spring_%28season%29,latitudes,0.115
Spring_Heeled_Jack,jack,0.644
Spring_Heeled_Jack,spring,0.537
Spring_Heeled_Jack,penny,0.153
Spring_Heeled_Jack,london,0.092
Spring_Heeled_Jack,reported,0.086
Spring_Heeled_Jack,comic,0.079
Spring_Heeled_Jack,devil,0.077
Spring_Heeled_Jack,reports,0.074
Spring_Heeled_Jack,jumping,0.072
Spring_Heeled_Jack,who,0.072
Sputnik_1,sputnik,0.744
Sputnik_1,satellite,0.385
Sputnik_1,orbit,0.22
Sputnik_1,launch,0.14
Sputnik_1,radio,0.112
Sputnik_1,sphere,0.11
Sputnik_1,earth,0.106
Sputnik_1,space,0.105
Sputnik_1,km,0.094
Sputnik_1,satellites,0.076
Sputnik_2,sputnik,0.724
Sputnik_2,orbit,0.265
Sputnik_2,radiation,0.169
Sputnik_2,earth,0.16
Sputnik_2,cabin,0.14
Sputnik_2,data,0.126
Sputnik_2,mission,0.12
Sputnik_2,km,0.115
Sputnik_2,dog,0.111
Sputnik_2,cone,0.09
Sputnik_program,sputnik,0.956
Sputnik_program,launch,0.109
Sputnik_program,satellite,0.095
Sputnik_program,launched,0.089
Sputnik_program,batteries,0.061
Sputnik_program,space,0.061
Sputnik_program,artificial,0.045
Sputnik_program,carried,0.043
Sputnik_program,postage,0.043
Sputnik_program,satellites,0.039
Spyware,spyware,0.941
Spyware,programs,0.122
Spyware,software,0.111
Spyware,user,0.099
Spyware,users,0.09
Spyware,anti,0.077
Spyware,windows,0.077
Spyware,web,0.071
Spyware,advertisements,0.069
Spyware,computer,0.063
Squash_%28sport%29,players,0.446
Squash_%28sport%29,ball,0.437
